StockCode,Description,Unique_Customers,Unique_Invoices,total_quantity,Total_Revenue
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,58,64,362,205.98
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,46,65,1746,376.5
85084,HOLLY TOP CHRISTMAS STOCKING,6,6,17,14.45
85086A,CANDY SPOT HEART DECORATION,8,8,45,38.25
85087,CANDY SPOT CUSHION COVER,7,7,40,119.36000000000001
85088,CANDY SPOT HAND BAG,18,20,188,385.27000000000004
85089,CANDY SPOT BUNNY,5,5,14,41.300000000000004
85092,CANDY SPOT TEA COSY,2,2,27,40.05
85093,CANDY SPOT EGG WARMER HARE,20,20,451,227.48999999999998
85094,CANDY SPOT EGG WARMER RABBIT,29,30,502,122.94000000000001
85095,THREE CANVAS LUGGAGE TAGS,9,10,66,128.26
85096,HILDA CANDY SPOT RABBIT,10,11,20,75.0
85099B,JUMBO BAG RED RETROSPOT,635,1600,46181,85220.78
85099C,JUMBO  BAG BAROQUE BLACK WHITE,306,649,12793,23675.04
85099F,JUMBO BAG STRAWBERRY,315,654,16807,30644.2
85103,SILVER T-LIGHT SETTING,6,6,91,545.45
85104,SILVER GLASS T-LIGHT SET,13,14,196,502.47999999999996
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,9,9,530,918.06
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,21,25,243,516.45
85109,PINK BOUDOIR T-LIGHT HOLDER,1,1,12,10.2
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,40,51,1407,419.54999999999995
85114A,BLACK ENCHANTED FOREST PLACEMAT,20,42,585,893.25
85114B,IVORY ENCHANTED FOREST PLACEMAT,36,51,394,626.0999999999999
85114C,RED ENCHANTED FOREST PLACEMAT,37,60,457,730.05
85116,BLACK CANDELABRA T-LIGHT HOLDER,30,37,694,702.8000000000001
85118,HEART T-LIGHT HOLDER,5,6,142,135.74
85123A,WHITE HANGING HEART T-LIGHT HOLDER,856,1978,36782,100603.5
85124B,BLUE JUICY FRUIT PHOTO FRAME,23,29,82,209.1
85124C,GREEN JUICY FRUIT PHOTO FRAME,23,31,84,214.2
85125,SMALL ROUND CUT GLASS CANDLESTICK,14,18,129,584.65
85127,SMALL SQUARE CUT GLASS CANDLESTICK,17,19,80,396.0
85129B,BEADED CRYSTAL HEART GREEN SMALL,10,16,101,124.11
85129C,BEADED CRYSTAL HEART BLUE SMALL,8,12,77,99.88
85129D,BEADED CRYSTAL HEART PINK SMALL,16,34,166,241.38
85130A,BEADED PEARL HEART WHITE LARGE,10,10,77,127.04999999999998
85130B,BEADED CRYSTAL HEART GREEN LARGE,44,50,816,707.7
85130C,BEADED CRYSTAL HEART BLUE  LARGE,37,43,479,425.71000000000004
85130D,BEADED CRYSTAL HEART PINK LARGE,41,51,552,526.38
85131A,BEADED PEARL HEART WHITE ON STICK,19,25,469,462.17
85131B,BEADED CRYSTAL HEART GREEN ON STICK,2,13,142,120.38
85131C,BEADED CRYSTAL HEART BLUE ON STICK,5,11,73,78.71000000000001
85131D,BEADED CRYSTAL HEART PINK ON STICK,5,12,115,113.09
85132A,CHARLIE + LOLA BISCUITS TINS,38,51,455,967.25
85132B,CHARLIE AND LOLA TABLE TINS,44,60,513,1048.35
85132C,CHARLIE AND LOLA FIGURES TINS,96,126,1404,2817.7999999999997
85135A,YELLOW DRAGONFLY HELICOPTER,6,6,15,119.25
85135B,BLUE DRAGONFLY HELICOPTER,28,34,47,373.65000000000003
85135C,RED DRAGONFLY HELICOPTER,41,49,78,620.1
85136A,YELLOW SHARK HELICOPTER,35,37,51,405.45
85136B,BLUE SHARK HELICOPTER,2,2,2,15.9
85136C,RED SHARK HELICOPTER,20,25,35,278.25
85141,JARDIN ETCHED GLASS FRUITBOWL,32,38,123,627.45
85144,JARDIN ETCHED GLASS BUTTER DISH,38,41,222,586.6
85145,JARDIN ETCHED GLASS LARGE BELL JAR,12,13,38,167.70000000000002
85146,JARDIN ETCHED GLASS SMALL BELL JAR,8,8,43,147.85
85150,LADIES & GENTLEMEN METAL SIGN,196,367,3899,8699.13
85152,HAND OVER THE CHOCOLATE   SIGN ,270,590,8164,15539.11
85159A,"BLACK TEA,COFFEE,SUGAR JARS",38,45,451,779.4499999999999
85159B,"WHITE TEA,COFFEE,SUGAR JARS",45,59,622,1134.5
85160B,BLACK BIRD GARDEN DESIGN MUG,15,15,105,46.11
85161,ACRYLIC GEOMETRIC LAMP,8,9,12,221.4
85163A,WHITE BAROQUE WALL CLOCK ,15,18,45,349.95
85163B,BLACK BAROQUE WALL CLOCK ,10,14,44,333.6
85167B,BLACK GRAND BAROQUE PHOTO FRAME,7,7,48,93.0
85168B,BLACK BAROQUE CARRIAGE CLOCK,5,7,17,149.67
85169A,IVORY LOVE BIRD CANDLE,44,48,502,496.72
85169B,BLACK LOVE BIRD CANDLE,17,25,201,191.49
85169C,EAU DE NIL LOVE BIRD CANDLE,14,21,336,353.72
85169D,PINK LOVE BIRD CANDLE,20,22,232,236.48000000000002
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,1,1,1,2.1
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,13,23,179,195.9
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,26,29,252,366.23
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,30,51,355,497.21000000000004
85172,HYACINTH BULB T-LIGHT CANDLES,34,40,1328,557.76
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,40,49,434,628.47
85174,S/4 CACTI CANDLES,55,80,497,1985.67
85175,CACTI T-LIGHT CANDLES,84,130,5217,2078.66
85176,SEWING SUSAN 21 NEEDLE SET,50,75,626,542.24
85177,BASKET OF FLOWERS SEWING KIT,40,42,775,600.6099999999999
85178,VICTORIAN SEWING KIT,77,98,2371,2642.19
85179A,GREEN BITTY LIGHT CHAIN,15,17,119,188.31
85179C,PINK BITTY LIGHT CHAIN,7,7,69,89.65
85180A,RED HEARTS LIGHT CHAIN ,32,37,434,844.34
85180B,PINK HEARTS LIGHT CHAIN ,19,21,196,381.0
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,60,81,657,805.75
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,84,106,977,1228.25
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,116,136,1523,2478.43
85185B,PINK HORSE SOCK PUPPET,51,59,291,839.2500000000001
85185D,FROG SOCK PUPPET,7,8,15,44.25000000000001
85186A,EASTER BUNNY GARLAND OF FLOWERS,35,37,525,220.5
85186C,BUNNY EGG GARLAND,32,33,413,173.46
85187,S/12 MINI RABBIT EASTER,53,58,324,515.4
85188A,GREEN METAL SWINGING BUNNY,29,34,302,256.7
85188B,PINK METAL SWINGING BUNNY,8,8,75,63.74999999999999
85189,HANGING BUTTERFLY  EGG,2,3,9,7.6499999999999995
85194L,HANGING SPRING FLOWER EGG LARGE,52,56,901,747.13
85194S,HANGING SPRING FLOWER EGG SMALL,50,55,1163,447.75000000000006
85195,HANGING HEART BASKET,3,3,11,23.1
85197,SET OF 12 MINI BUNNIES IN A BUCKET,18,18,33,69.3
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,6,6,86,68.06
85199L,LARGE HANGING IVORY & RED WOOD BIRD,52,65,925,598.37
85199S,SMALL HANGING IVORY/RED WOOD BIRD,101,157,2234,946.0699999999999
85200,BUNNY EGG BOX,24,26,183,228.75
85202,HANGING WOOD AND FELT HEART,34,39,300,126.0
85203,HANGING WOOD AND FELT BUTTERFLY ,45,49,570,237.96
85204,HANGING WOOD AND FELT FLOWER,40,42,1876,249.48
85205B,PINK FELT EASTER RABBIT GARLAND,22,24,116,295.79999999999995
85206A,CREAM FELT EASTER EGG BASKET,99,103,916,1450.1999999999998
85206B,PINK FELT EASTER EGG BASKET,4,4,14,23.099999999999998
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,22,24,161,298.74
85211,S/4 GROOVY CAT MAGNETS,15,17,142,151.92
85212,MINI PAINTED GARDEN DECORATION ,60,70,2452,723.7199999999999
85213,MINI  ZINC GARDEN DECORATIONS ,23,24,821,301.37
85214,TUB 24 PINK FLOWER PEGS,36,43,103,169.95
85215,ASSORTED CHEESE FRIDGE MAGNETS,8,8,163,105.95
85216,ASSORTED CAKES FRIDGE MAGNETS,6,8,55,35.75
85224,ASSORTED COLOUR SILK GLASSES CASE,1,1,3,6.300000000000001
85225,BLING KEY RING STAND,3,3,6,6.25
85227,SET OF 6 3D KIT CARDS FOR KIDS,115,147,1322,1107.08
85230A,OPIUM SCENTED VOTIVE CANDLE,14,18,840,203.27999999999997
85230B,CINNAMON SCENTED VOTIVE CANDLE,30,38,1264,326.23999999999995
85230E,STRAWBRY SCENTED VOTIVE CANDLE,17,24,1101,267.45
85230F,JASMINE VOTIVE CANDLE,11,12,338,90.33999999999999
85230G,ORANGE VOTIVE CANDLE,20,25,1032,257.03999999999996
85231B,CINAMMON SET OF 9 T-LIGHTS,74,108,798,672.06
85231G,ORANGE SCENTED SET/9 T-LIGHTS,49,66,573,471.45
85232A,SET/3 POLKADOT STACKING TINS,22,25,74,349.5
85232B,SET OF 3 BABUSHKA STACKING TINS,7,9,268,1326.6
85232D,SET/3 DECOUPAGE STACKING TINS,45,53,175,832.6500000000001
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,6,6,11,65.45
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,2,2,3,17.85
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,4,4,6,35.7
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,1,1,2,8.5
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,2,2,4,17.0
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,2,2,2,8.5
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,3,3,5,21.25
90002D,FLOWER BURST SILVER RING CRYSTAL,5,6,10,37.5
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,3,3,6,22.5
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,5,5,12,45.0
90003D,CRYSTAL PAIR HEART HAIR SLIDES,7,7,18,67.5
90003E,GREEN PAIR HEART HAIR SLIDES,2,2,8,30.0
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,5,5,7,62.64999999999999
90010B,BLACK/WHITE GLASS/SILVER BRACELET,3,3,7,62.64999999999999
90010E,AMBER GLASS/SILVER BRACELET,7,7,10,89.5
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,1,1,1,2.95
90011B,BLACK CRYSTAL DROP EARRINGS,2,2,7,20.650000000000002
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,2,2,8,23.6
90012B,BLACK DROP CRYSTAL NECKLACE,2,2,12,35.400000000000006
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,3,3,16,60.0
90013C,GREEN VINTAGE EARRINGS ,4,4,11,41.25
90014A,SILVER/MOP ORBIT NECKLACE,8,10,16,103.19999999999999
90014B,GOLD M PEARL  ORBIT NECKLACE,7,8,10,85.5
90014C,SILVER/BLACK ORBIT NECKLACE,3,3,4,32.8
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,4,4,14,80.75
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,6,8,9,76.5
90018A,SILVER M.O.P ORBIT DROP EARRINGS,8,9,17,72.25
90018B,GOLD M.O.P ORBIT DROP EARRINGS,5,5,8,34.0
90018C,SILVER BLACK ORBIT DROP EARRINGS,3,3,6,25.5
90019A,SILVER M.O.P ORBIT BRACELET,8,9,18,89.1
90019B,GOLD M.O.P ORBIT BRACELET,2,2,2,9.9
90019C,SILVER BLACK ORBIT BRACELET,3,3,4,19.8
90021,LASER CUT MULTI STRAND NECKLACE,1,1,1,11.95
90022,EDWARDIAN DROP EARRINGS JET BLACK,4,4,8,30.0
90023,FILIGREE DIAMANTE EARRINGS,2,4,8,34.0
90024B,NEW BAROQUE B'FLY NECKLACE RED,2,2,4,34.0
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,1,1,2,17.0
90024D,NEW BAROQUE B'FLY NECKLACE PINK,1,1,1,8.5
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,1,1,2,17.0
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,2,2,2,7.5
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,1,1,1,3.75
90026A,GLASS BEAD HOOP NECKLACE BLACK,1,1,2,17.0
90026B,GLASS BEAD HOOP NECKLACE MONTANA,2,2,2,17.0
90026C,GLASS BEAD HOOP NECKLACE GREEN,2,2,3,25.5
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,3,3,3,25.5
90027A,GLASS BEAD HOOP EARRINGS BLACK,1,1,4,11.8
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,1,1,4,11.8
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,1,1,2,17.0
90029,NEW BAROQUE SMALL NECKLACE BLACK,2,2,3,25.5
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,7,7,72,72.0
90030B,RED KUKUI COCONUT SEED NECKLACE,13,15,112,131.8
90030C,BROWN KUKUI COCONUT SEED NECKLACE,8,8,74,74.0
90031,BILI NUT AND WOOD NECKLACE,5,5,48,48.0
90032,IVORY SHELL HEART NECKLACE,4,6,19,90.67
90033,IVORY SHELL HEART EARRINGS,1,1,2,5.1
90035A,"PEARL & SHELL 42""NECKL. GREEN",1,2,4,43.0
90035C,"PEARL & SHELL 42""NECKL. IVORY",1,1,2,21.5
90036A,FLOWER GARLAND NECKLACE RED,3,4,6,47.7
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",2,2,4,31.8
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",2,2,6,47.7
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",4,4,11,87.45
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",4,5,7,55.650000000000006
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",1,1,4,31.8
90037B,TINY CRYSTAL BRACELET GREEN,1,1,6,15.299999999999999
90038A,GLASS AND PAINTED BEADS BRACELET TO,1,1,6,22.5
90038B,GLASS AND PAINTED BEADS BRACELET OL,1,1,6,22.5
90038C,GLASS AND BEADS BRACELET IVORY,1,1,6,22.5
90039A,FIRE POLISHED GLASS BRACELET RED,1,1,6,22.5
90039B,FIRE POLISHED GLASS BRACELET MONTAN,1,1,6,22.5
90039C,FIRE POLISHED GLASS BRACELET BLACK,1,1,1,3.75
90039D,FIRE POLISHED GLASS BRACELET GREEN,2,2,14,52.5
90040A,MURANO STYLE GLASS BRACELET RED,2,2,6,21.0
90040B,MURANO STYLE GLASS BRACELET BLACK,2,2,4,14.0
90040C,MURANO STYLE GLASS BRACELET GOLD,3,3,7,24.5
90041,PEARL AND CHERRY QUARTZ BRACLET,1,1,2,7.0
90042A,FRESHWATER PEARL BRACELET GOLD,1,2,3,7.6499999999999995
90043,COPPER AND BRASS BAG CHARM,2,2,4,24.810000000000002
90046,WHITE WITH METAL BAG CHARM,1,1,3,14.850000000000001
90048,GREEN WITH METAL BAG CHARM,1,1,3,14.850000000000001
90049,IVORY GOLD METAL BAG CHARM,2,3,5,34.77
90050,CRACKED GLAZE NECKLACE IVORY,2,2,6,41.7
90051,CRACKED GLAZE NECKLACE RED,3,3,6,41.7
90054,CRACKED GLAZE EARRINGS RED,1,1,1,2.55
90055,CRACKED GLAZE EARRINGS BROWN,1,1,1,2.55
90057,DIAMANTE RING ASSORTED IN BOX.,21,22,1008,1311.36
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,7,7,324,123.12
90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,15,15,612,232.56
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,1,1,6,9.899999999999999
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,3,3,9,14.849999999999998
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,3,3,8,13.2
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,1,1,6,9.899999999999999
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,3,3,10,16.5
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,3,3,9,14.849999999999998
90060B,FIRE POLISHED GLASS NECKL GOLD,1,1,1,5.95
90060D,FIRE POLISHED GLASS NECKL BRONZE,3,3,3,17.85
90062,CARNIVAL BRACELET,6,6,20,255.0
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,7,7,11,93.5
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,5,5,8,68.0
90064A,WHITE VINTAGE CRYSTAL EARRINGS,3,3,7,26.25
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,6,6,11,41.25
90065A,WHITE VINTAGE CRYSTAL BRACELET,3,3,8,54.0
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,1,1,1,6.75
90067A,PINK VINTAGE VICTORIAN EARRINGS,3,3,10,29.500000000000004
90069,RUBY GLASS CLUSTER NECKLACE,1,1,2,15.0
90070,RUBY GLASS CLUSTER BRACELET,3,3,8,47.6
90071,RUBY GLASS CLUSTER EARRINGS,1,1,1,1.25
90072,RUBY DROP CHANDELIER EARRINGS,2,3,10,37.5
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,4,4,13,64.35000000000001
90074,BLACK DIAMOND CLUSTER NECKLACE,1,1,2,17.9
90076,MONTANA DIAMOND CLUSTER EARRINGS,1,1,6,15.299999999999999
90078,PINK/WHITE GLASS DEMI CHOKER,1,1,2,15.0
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,2,2,5,24.75
90081A,LILY BROOCH AMETHYST COLOUR,7,8,15,74.25
90081C,LILY BROOCH OLIVE COLOUR,6,6,11,54.45
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,8,10,21,133.35
90082B,DIAMANTE BOW BROOCH RED COLOUR,8,10,27,171.45
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,4,4,8,50.8
90083,CRYSTAL CZECH CROSS PHONE CHARM,2,4,19,13.69
90084,PINK CRYSTAL GUITAR PHONE CHARM,1,1,1,0.85
90085,CRYSTAL STILETTO PHONE CHARM,2,2,24,20.4
90086,CRYSTAL FROG PHONE CHARM,5,11,85,49.93
90087,CRYSTAL SEA HORSE PHONE CHARM,4,8,90,33.66
90089,PINK CRYSTAL SKULL PHONE CHARM,2,2,25,4.75
90093,CLEAR CRYSTAL STAR PHONE CHARM,5,6,47,20.39
90094,NECKLACE+BRACELET SET FRUIT SALAD ,12,12,13,33.15
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,3,3,8,20.4
90098,NECKLACE+BRACELET PINK BUTTERFLY,9,9,28,71.39999999999999
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,12,13,20,50.99999999999999
90100,NECKLACE+BRACELET SET PINK DAISY,1,1,1,2.55
90101,WHITE FRANGIPANI NECKLACE,3,4,15,38.25
90102,WHITE FRANGIPANI HAIR CLIP,1,1,10,8.5
90103,PURPLE FRANGIPANI NECKLACE,2,2,8,20.4
90104,PURPLE FRANGIPANI HAIRCLIP,1,1,1,0.85
90108,BLUE BLOSSOM HAIR CLIP,6,6,64,67.2
90114,SUMMER DAISIES BAG CHARM,11,11,66,168.29999999999998
90116,FRUIT SALAD BAG CHARM,3,3,16,27.04
90118,PINK DAISY BAG CHARM,1,1,6,15.299999999999999
90119,METALIC LEAVES BAG CHARMS,3,15,60,148.32
90120B,BLUE MURANO TWIST BRACELET,5,5,20,85.0
90120C,GREEN MURANO TWIST BRACELET,6,7,31,131.75
90120D,WHITE MURANO TWIST BRACELET,2,2,2,8.5
90122A,PINK CRYSTAL+GLASS BRACELET,3,3,8,39.6
90122B,JADE CRYSTAL+GLASS BRACELET,1,1,1,4.95
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,3,5,17,84.15
90123A,PINK HEART OF GLASS BRACELET,8,8,14,83.3
90123B,TURQUOISE HEART OF GLASS BRACELET,4,4,8,47.6
90123C,GREEN HEART OF GLASS BRACELET,5,5,13,77.35000000000001
90123D,WHITE HEART OF GLASS BRACELET,2,2,3,17.85
90124A,PINK MURANO TWIST NECKLACE,4,4,6,59.699999999999996
90124B,BLUE MURANO TWIST NECKLACE,3,3,4,39.8
90124C,GREEN MURANO TWIST NECKLACE,4,4,7,69.64999999999999
90125A,PINK BERTIE GLASS BEAD BAG CHARM,4,6,109,93.89999999999999
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,3,3,19,24.900000000000002
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,2,3,73,63.3
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,3,5,74,65.39999999999999
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,1,1,1,2.1
90128B,BLUE LEAVES AND BEADS PHONE CHARM,1,1,1,1.25
90129A,PINK GLASS TASSLE BAG CHARM ,3,3,7,20.650000000000002
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,6,6,21,61.95000000000001
90129C,GREEN GLASS TASSLE BAG CHARM,6,6,17,50.150000000000006
90129D,AMBER GLASS TASSLE BAG CHARM,2,2,8,23.6
90129E,PURPLE GLASS TASSLE BAG CHARM,1,1,6,17.700000000000003
90129F,RED GLASS TASSLE BAG CHARM,5,5,16,47.2
90130A,WHITE STONE/CRYSTAL EARRINGS,1,1,1,2.95
90130B,TURQ STONE/CRYSTAL EARRINGS,3,3,9,26.550000000000004
90131,PINK/AMETHYST/GOLD NECKLACE,1,1,4,27.8
90133,TEAL/FUSCHIA COL BEAD NECKLACE,3,3,9,44.55
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,1,1,6,29.700000000000003
90136,PALE PINK/AMETHYST STONE NECKLACE,2,2,3,29.849999999999998
90138,WHITE/PINK MINI CRYSTALS NECKLACE,1,1,4,19.8
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,2,2,4,19.8
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,2,2,6,29.700000000000003
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,2,2,4,19.8
90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,1,1,3,14.850000000000001
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,1,1,3,14.850000000000001
90142D,MOP PENDANT SHELL NECKLACE,3,3,9,44.550000000000004
90143,SILVER BRACELET W PASTEL FLOWER,7,7,19,142.5
90144,SILVER DROP EARRINGS WITH FLOWER,3,3,7,26.25
90145,SILVER HOOP EARRINGS WITH FLOWER,7,11,21,124.95
90146,FINE SILVER NECKLACE W PASTEL FLOWE,3,3,13,63.75
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,10,12,21,208.95
90148,LONG SILVER NECKLACE PASTEL FLOWER,5,5,8,102.0
90149,SILVER FLOWR PINK SHELL NECKLACE,2,3,52,335.28000000000003
90151,SILVER/NATURAL SHELL NECKLACE,2,4,8,68.0
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,3,3,3,17.85
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,1,1,1,5.95
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,1,1,1,5.95
90154,LAZER CUT NECKLACE W PASTEL BEADS,5,5,57,421.75
90155,RESIN NECKLACE W PASTEL BEADS,4,4,6,45.0
90156,RESIN BRACELET W PASTEL BEADS,2,2,3,14.850000000000001
90157,RIVIERA NECKLACE,2,2,7,34.65
90158,ST TROPEZ NECKLACE,6,6,14,69.30000000000001
90159,COTE D'AZURE NECKLACE,2,2,3,14.850000000000001
90160A,PURPLE BOUDICCA LARGE BRACELET,10,11,31,215.45000000000002
90160B,RED BOUDICCA LARGE BRACELET,7,8,21,145.95000000000002
90160C,TURQ+RED BOUDICCA LARGE BRACELET,14,16,41,284.95
90160D,PINK BOUDICCA LARGE BRACELET,9,9,32,222.4
90161A,ANT COPPER RED BOUDICCA BRACELET,6,6,9,44.550000000000004
90161B,ANT COPPER TURQ BOUDICCA BRACELET,10,12,45,222.75
90161C,ANT COPPER LIME BOUDICCA BRACELET,13,15,45,222.75
90161D,ANT COPPER PINK BOUDICCA BRACELET,6,9,31,153.45000000000002
90162A,ANT SILVER TURQUOISE BOUDICCA RING,1,1,6,17.700000000000003
90162B,ANT SILVER LIME GREEN BOUDICCA RING,7,10,27,79.65
90162C,ANT SILVER FUSCHIA BOUDICCA RING,3,7,14,41.300000000000004
90162D,ANT SILVER PURPLE BOUDICCA RING,3,5,10,29.500000000000004
90163A,PINK ROSEBUD & PEARL NECKLACE,2,2,4,30.0
90163B,WHITE ROSEBUD & PEARL NECKLACE,1,1,2,15.0
90164A,PINK ROSEBUD PEARL BRACELET,6,6,19,70.35
90164B,WHITE  ROSEBUD PEARL BRACELET,7,7,28,65.7
90165B,WHITE ROSEBUD  PEARL EARRINGS,1,1,1,2.55
90166,PINK & WHITE ROSEBUD RING,4,8,14,58.900000000000006
90167,BEADED LOVE HEART JEWELLERY SET,1,1,10,8.5
90168,2 DAISIES HAIR COMB,1,1,6,17.700000000000003
90169,DAISY HAIR COMB,1,1,6,15.299999999999999
90170,DAISY HAIR BAND,6,6,46,75.89999999999999
90173,PAIR BUTTERFLY HAIR CLIPS,3,3,16,60.0
90174,BUTTERFLY HAIR BAND,4,4,16,40.8
90175A,WHITE GLASS CHUNKY CHARM BRACELET,6,8,9,80.55
90175C,BLUE GLASS CHUNKY CHARM BRACELET,6,6,9,80.55
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,2,2,3,26.849999999999998
90176A,CLASSIC DIAMANTE NECKLACE JET,1,1,2,15.0
90176B,DIAMANTE NECKLACE BLACK ,1,1,2,15.0
90176C,DIAMANTE NECKLACE,1,1,2,15.0
90176D,DIAMANTE NECKLACE PURPLE,4,4,7,52.5
90176E,DIAMANTE NECKLACE GREEN,2,2,3,22.5
90177A,CLASSIC DIAMANTE EARRINGS JET,1,1,6,17.700000000000003
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,2,2,7,20.650000000000002
90177C,DROP DIAMANTE EARRINGS CRYSTAL,3,3,13,38.35000000000001
90177D,DROP DIAMANTE EARRINGS PURPLE,5,6,17,50.150000000000006
90177E,DROP DIAMANTE EARRINGS GREEN,1,1,6,17.700000000000003
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,6,6,6,71.69999999999999
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,1,1,1,11.95
90179A,AMBER FINE BEAD NECKLACE W TASSEL,2,2,3,17.85
90179C,BLACK FINE BEAD NECKLACE W TASSEL,1,1,1,5.95
90180A,BLACK+WHITE NECKLACE W TASSEL,5,5,13,87.35
90180B,PURPLE AMETHYST NECKLACE W TASSEL,3,3,3,29.849999999999998
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,1,1,1,8.95
90182C,BLACK 3 BEAD DROP EARRINGS,1,1,6,17.700000000000003
90183A,AMBER DROP EARRINGS W LONG BEADS,5,5,20,59.00000000000001
90183C,BLACK DROP EARRINGS W LONG BEADS,1,1,1,2.95
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,4,4,8,71.6
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,11,11,21,187.95
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,7,7,11,98.44999999999999
90185A,AMBER DIAMANTE EXPANDABLE RING,5,5,22,93.5
90185B,AMETHYST DIAMANTE EXPANDABLE RING,3,3,13,55.25
90185C,BLACK DIAMANTE EXPANDABLE RING,5,5,21,89.25
90185D,CRYSTAL DIAMANTE EXPANDABLE RING,7,8,32,136.0
90186A,AMETHYST HOOP EARRING FLORAL LEAF,3,3,5,14.75
90186B,CRYSTAL HOOP EARRING FLORAL LEAF,6,6,12,35.400000000000006
